Grant Name,Sponsor,Link,Opp ID,Opportunity Number,Open Date,Deadline,Status,Award max,RFP,Innovation/execution,Latest preparation start date,App deadline,Partners notes,Match req %,Timeline summary,App process,App package,Extra notes,Relevance,EQORE Fit,Ease of Use,Match %,Weighted Score,Days to Deadline,Award min,Funding Instrument,Categories,Eligibility,Synopsis snippet,Grant name,Sponsor org, bGrant name
Preparedness for and Prevention of Severe Disease and Sequelae of Respiratory Viruses and Other Respiratory Pathogens (RFA-IP-26-100),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/360203,360203,RFA-IP-26-100,08/01/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Collaborative Surveys to Provide Inputs into Vaccine-Related Economic Evaluations (RFA-IP-26-097),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/360201,360201,RFA-IP-26-097,08/01/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Linguistics Program - Doctoral Dissertation Research Improvement Grants (20-538),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/323597,323597,20-538,01/11/2020,01/15/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Developmental Sciences (24-544),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/352455,352455,24-544,02/15/2024,01/30/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Promoting Resources and Opportunities for People with Autism and Fragile X and their Families Across the Lifespan (CDC-RFA-DD-26-0025),Centers for Disease Control - NCBDDD,https://www.grants.gov/search-results-detail/360357,360357,CDC-RFA-DD-26-0025,08/25/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
FY 2025 Preschool Development Grant Birth Through Five (PDG B-5) Systems-Building Grant (HHS-2025-ACF-ECD-TP-0016),Administration for Children and Families,https://www.grants.gov/search-results-detail/355578,355578,HHS-2025-ACF-ECD-TP-0016,07/22/2024,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
"Homeless Veterans&rsquo; Reintegration Program (HVRP), Incarcerated Veterans&rsquo; Transition Program (IVTP), and the Homeless Women Veterans' and Homeless Veterans' with Children Reintegration Grant Program (HWVHVWC) (referred to collectively as HVRP) (FOA-VETS-26-01)",Veterans Employment and Training Service,https://www.grants.gov/search-results-detail/360161,360161,FOA-VETS-26-01,07/28/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Optimal Treatment Strategies for use of Anti-Obesity Medications (AOMs) in Children and Adolescents Clinical Centers (RFA-DK-27-121),National Institutes of Health,https://www.grants.gov/search-results-detail/360387,360387,RFA-DK-27-121,08/28/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
National Center on Child Maltreatment Fatality Data Practices and Reporting (HHS-2025-ACF-ACYF-CA-0074),Administration for Children and Families - ACYF/CB,https://www.grants.gov/search-results-detail/355699,355699,HHS-2025-ACF-ACYF-CA-0074,01/14/2025,01/22/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Service Area Competition (HRSA-26-002),Health Resources and Services Administration,https://www.grants.gov/search-results-detail/360116,360116,HRSA-26-002,07/22/2025,09/22/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Service Area Competition (HRSA-26-006),Health Resources and Services Administration,https://www.grants.gov/search-results-detail/360139,360139,HRSA-26-006,07/24/2025,11/10/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Service Area Competition (HRSA-26-005),Health Resources and Services Administration,https://www.grants.gov/search-results-detail/360138,360138,HRSA-26-005,07/24/2025,10/10/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Service Area Competition (HRSA-26-004),Health Resources and Services Administration,https://www.grants.gov/search-results-detail/360137,360137,HRSA-26-004,07/24/2025,09/29/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Rare Diseases Clinical Research Consortia (RDCRC) for the Rare Diseases Clinical Research Network (RDCRN) (U54 Clinical Trial Optional) (PAR-25-438),National Institutes of Health,https://www.grants.gov/search-results-detail/358818,358818,PAR-25-438,06/05/2025,10/16/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
FY25 VIETNAM WARTIME ACCOUNTING INITIATIVE COOPERATIVE AGREEMENTS (HQ003425NFOEASD10),Washington Headquarters Services,https://www.grants.gov/search-results-detail/360390,360390,HQ003425NFOEASD10,08/28/2025,09/28/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Notice of Intent to Publish a Notice of Funding Opportunity Announcement for NGO Programs Benefiting Displaced Iraqis and Syrian Refugees (PRM-ANE-NOI-01),Bureau of Population Refugees and Migration,https://www.grants.gov/search-results-detail/322537,322537,PRM-ANE-NOI-01,11/15/2019,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
STARBASE Cherry Point (N6852025RFPREQJC000000135),NAVAIR,https://www.grants.gov/search-results-detail/358672,358672,N6852025RFPREQJC000000135,04/16/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Disaster Assistance for State Units on Aging (SUAs) and Tribal Organizations in Major Disasters Declared by the President (HHS-2025-ACL-AOA-DASG-0006),Administration for Community Living,https://www.grants.gov/search-results-detail/355884,355884,HHS-2025-ACL-AOA-DASG-0006,10/10/2024,09/02/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Notice of Intent:  Program to End Modern Slavery FY 2025 (DFOP0017042),Office to Monitor-Combat Trafficking in Persons,https://www.grants.gov/search-results-detail/358289,358289,DFOP0017042,01/16/2025,01/01/2099,posted,,,,,,,,,,,,,,,,,,,,,,,,,
2026 Low Income Taxpayer Clinic (TREAS-GRANTS-042026-001),Low Income Taxpayer Clinic ,https://www.grants.gov/search-results-detail/358958,358958,TREAS-GRANTS-042026-001,05/14/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands Threshold Program Industry Day (SI-INDUSTRY-DAY),Millennium Challenge Corporation,https://www.grants.gov/search-results-detail/331415,331415,SI-INDUSTRY-DAY,02/10/2021,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Leveling the Field for American Workers in U.S.-Mexico Trade (FOA-ILAB-25-43),Bureau of International Labor Affairs,https://www.grants.gov/search-results-detail/360092,360092,FOA-ILAB-25-43,08/27/2025,09/26/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Archival Projects (ARCHIVAL-202511),National Archives and Records Administration,https://www.grants.gov/search-results-detail/358927,358927,ARCHIVAL-202511,05/13/2025,11/05/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
NOAA Great Lakes Fish Habitat Restoration Partnership Grants (NOAA-NMFS-HCPO-2024-28122),DOC NOAA - ERA Production,https://www.grants.gov/search-results-detail/356231,356231,NOAA-NMFS-HCPO-2024-28122,08/27/2024,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Notice of Intent:  Program to End Modern Slavery FY 2022 (SFOP0008547),Office to Monitor-Combat Trafficking in Persons,https://www.grants.gov/search-results-detail/337460,,,01/21/2022,01/01/2099,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"U.S. Mission to the United Nations-Geneva, Small Grants Program (GVA-SGP-2023-002)",U.S. Mission to the United Nations,https://www.grants.gov/search-results-detail/344437,,,11/10/2022,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Ocean Drilling Program (PD-14-5720),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/254073,,,04/18/2014,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Mission Spain Public Diplomacy 2022 Annual Program Statement (ESP22APS),U.S. Mission to Spain,https://www.grants.gov/search-results-detail/336244,,,11/02/2021,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"Water, Landscape, and Critical Zone Processes (25-519)",U.S. National Science Foundation,https://www.grants.gov/search-results-detail/357579,,,12/07/2024,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Embassy Lusaka Public Diplomacy Section Annual Program Statement (PDS-LUSAKA-FY25-01),U.S. Mission to Zambia,https://www.grants.gov/search-results-detail/358884,,,05/10/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Life and Environments Through Time (25-517),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/357580,,,12/07/2024,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Atmospheric and Geospace Sciences Postdoctoral Research Fellowships (22-639),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/343875,,,10/01/2022,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Developing Methodologies for Coastal Impacts Associated with Climate Variability (USGS-15-FA-0426),Geological Survey,https://www.grants.gov/search-results-detail/278692,,,08/27/2015,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
FY 2023 Disaster Supplemental (EDA-DISASTER-2023),Economic Development Administration,https://www.grants.gov/search-results-detail/347414,,,04/24/2023,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
FY 2024 Atlantic Salmon Habitat Restoration Partnership Grants (NOAA-NMFS-HCPO-2024-25198),DOC NOAA - ERA Production,https://www.grants.gov/search-results-detail/352198,,,02/05/2024,03/31/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
FY 2024 &ndash; 2026 - Broad Agency Announcement (BAA) (NOAA-NWS-2024-28059),DOC NOAA - ERA Production,https://www.grants.gov/search-results-detail/355705,,,07/29/2024,09/30/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Special Technology Development Program (USDA-FS-FHP-STDP-FY2023),Forest Service,https://www.grants.gov/search-results-detail/342444,,,09/01/2022,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
"FY 2024 &ndash; 2026 Broad Agency Announcement (BAA), National Marine Fisheries Service (NOAA-NMFS-FHQ-2024-27611)",DOC NOAA - ERA Production,https://www.grants.gov/search-results-detail/355706,,,07/29/2024,09/30/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
CONTAMINATED ALASKA NATIVE CLAIMS SETTLEMENT ACT LANDS ASSISTANCE PROGRAM (EPA-OLEM-R10-NC-24-01),Environmental Protection Agency,https://www.grants.gov/search-results-detail/351547,,,12/28/2023,12/31/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
FY 2024 &ndash; 2026 - Broad Agency Announcement (BAA) Announcement Type: Initial (NOAA-NESDISPO-STAR-2024-27967),DOC NOAA - ERA Production,https://www.grants.gov/search-results-detail/356127,,,08/19/2024,09/30/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
RESTORE Act Direct Component &ndash; Construction and Real Property Acquisition Activities (GR-RDC-25-001),U.S. Dept. of Treasury RESTORE Act Program,https://www.grants.gov/search-results-detail/356562,356562,GR-RDC-25-001,09/26/2024,10/31/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
RESTORE Act Direct Component - Non-Construction Activities (GR-RDC-25-002),U.S. Dept. of Treasury RESTORE Act Program,https://www.grants.gov/search-results-detail/356561,356561,GR-RDC-25-002,09/26/2024,10/31/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Community Led Monitoring Intervention (MAPUTO-PCO-20-001),U.S. Mission to Mozambique,https://www.grants.gov/search-results-detail/327345,327345,MAPUTO-PCO-20-001,05/27/2020,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Mid-scale Research Infrastructure-1 (24-598),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/356129,356129,24-598,08/20/2024,02/08/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Analysis and Evaluation of Water Erosion Measurement of Bio-Cemented Soils for Dams and Levees Flood Mitigation (W81EWF-25-SOI-0007),Engineer Research and Development Center,https://www.grants.gov/search-results-detail/360038,360038,W81EWF-25-SOI-0007,07/16/2025,09/02/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Engagement Innovation Fund Italy (02PDSMISSIONITALY),U.S. Mission to Italy,https://www.grants.gov/search-results-detail/351555,351555,02PDSMISSIONITALY,12/19/2023,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
PDS Italy Annual Program Statement (202501),U.S. Mission to Italy,https://www.grants.gov/search-results-detail/357680,357680,202501,12/12/2024,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Bluff Wetland 60% Design (R25AS00295),Bureau of Reclamation,https://www.grants.gov/search-results-detail/360289,360289,R25AS00295,08/13/2025,10/17/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"Native American Affairs: Emergency Drought Relief for Tribes Inflation Reduction Act of 2022, Section 80004 (R25AS00275)",Bureau of Reclamation,https://www.grants.gov/search-results-detail/359950,359950,R25AS00275,07/08/2025,10/14/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Native American Affairs: Technical Assistance to Tribes for Fiscal Year 2025 (R25AS00293),Bureau of Reclamation,https://www.grants.gov/search-results-detail/360110,360110,R25AS00293,07/22/2025,10/28/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
F26AS00008_FY 2026 - Sportfishing and Boating Safety Act - Boating Infrastructure Grant (BIG) Tier 1 (F26AS00008),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360381,360381,F26AS00008,08/28/2025,10/27/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
F26AS00009_FY 2026 - Sportfishing and Boating Safety Act - Boating Infrastructure Grant (BIG) Tier 2 (F26AS00009),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360382,360382,F26AS00009,08/28/2025,10/27/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Port Infrastructure Development Program (MA-PID-25-001),Maritime Administration,https://www.grants.gov/search-results-detail/358404,358404,MA-PID-25-001,01/31/2025,09/10/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Application Instructions for the Indian Community Development Block Grant (ICDBG) Imminent Threat (IT) Program (FR-6900-N-74),Department of Housing and Urban Development,https://www.grants.gov/search-results-detail/358716,358716,FR-6900-N-74,04/18/2025,09/30/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
F24AS00298 Cooperative Agriculture (F24AS00298),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/352845,352845,F24AS00298,03/06/2024,03/07/2029,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Innovative Finance and Asset Concession (IFAC) Grant Program (DOT-OST-2025-0033),69A345 Office of the Under Secretary for Policy,https://www.grants.gov/search-results-detail/360279,360279,DOT-OST-2025-0033,08/13/2025,10/01/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
9/11 Memorial Act Grant (P25AS00350),National Park Service,https://www.grants.gov/search-results-detail/360411,360411,P25AS00350,08/29/2025,09/04/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Cooperative Institute Fostering Aquaculture Research and Marketing (CIFARM) (NOAA-OAR-CIPO-2025-31269),DOC NOAA - ERA Production,https://www.grants.gov/search-results-detail/359283,359283,NOAA-OAR-CIPO-2025-31269,06/06/2025,09/05/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
FY2025 - Historic Preservation Fund- Annual Tribal Historic Preservation Office Grants (P25AS00490),National Park Service,https://www.grants.gov/search-results-detail/359895,359895,P25AS00490,07/01/2025,09/30/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
FY2025 ABPP - Battlefield Land Acquisition Grant (P25AS00478),National Park Service,https://www.grants.gov/search-results-detail/357992,357992,P25AS00478,01/03/2025,09/15/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
F25AS00188 Coastal Program FY25 (F25AS00188),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/358382,358382,F25AS00188,01/23/2025,09/30/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
F25AS00228 Candidate Species Conservation Fund (F25AS00228),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/358355,358355,F25AS00228,01/21/2025,09/30/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
2025 White-nose Syndrome Grants to States and Tribes (F25AS00296),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360023,360023,F25AS00296,07/14/2025,09/12/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
F25AS00218 Aquatic Invasive Species Interjurisdictional Grants to the Great Lakes States and Tribes - Fiscal Year 2025 Great Lakes Restoration Initiative (F25AS00218),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/358170,358170,F25AS00218,01/13/2025,12/31/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
FY2026 ABPP - Battlefield Land Acquisition Grant (P26AS00019),National Park Service,https://www.grants.gov/search-results-detail/360378,360378,P26AS00019,08/28/2025,09/30/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
FY2025 NAGPRA Repatriation Grants (P25AS00474),National Park Service,https://www.grants.gov/search-results-detail/357994,357994,P25AS00474,01/03/2025,05/08/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
FY2025 - Historic Preservation Fund- Annual State Historic Preservation Office Grants (P25AS00488),National Park Service,https://www.grants.gov/search-results-detail/359893,359893,P25AS00488,07/01/2025,09/15/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Development of Fiscal Year 2026 Commercial Vehicle Safety Plans to Support National Safety Goals (FM-MCG-26-001),DOT-Federal Motor Carrier Safety Administration,https://www.grants.gov/search-results-detail/360025,360025,FM-MCG-26-001,07/14/2025,09/09/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
CHEERS Open Period 1 - All Technical Areas (FA238424S2334),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/360261,360261,FA238424S2334,08/07/2025,09/30/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
F25AS00216 - Aquatic Invasive Species Grants to Great Lakes States - Fiscal Year 2025 Great Lakes Restoration Initiative (F25AS00216),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/358168,358168,F25AS00216,01/13/2025,12/31/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
F25AS00217 Aquatic Invasive Species Grants to Great Lakes Tribes - Fiscal Year 2025 Great Lakes Restoration Initiative (F25AS00217),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/358169,358169,F25AS00217,01/13/2025,12/31/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Pilot Projects Enhancing Utility and Usage of Common Fund Data Sets (R03 Clinical Trial Not Allowed) (NOT-RM-25-015),National Institutes of Health,https://www.grants.gov/search-results-detail/359879,,,06/30/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Human Networks and Data Science (23-568),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/348260,,,05/20/2023,02/05/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Research Infrastructure in the Social and Behavioral Sciences (PD-23-277Y),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/350469,,,10/05/2023,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Cyberinfrastructure for Public Access and Open Science (PD-24-7414),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/353475,,,04/10/2024,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Continuation and Expansion of the National Mesothelioma Virtual Bank for Translational Research (U24) (RFA-OH-26-024),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/360194,,,07/31/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical Data Ecosystem for Genomics (CDEG) (FOR-HG-26-005),National Institutes of Health,https://www.grants.gov/search-results-detail/359208,,,07/17/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
BRAIN Initiative: Data Archives for the BRAIN Initiative (R24 Clinical Trial Optional) (RFA-MH-25-110),National Institutes of Health,https://www.grants.gov/search-results-detail/353059,,,03/19/2024,06/24/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Small Research Grants for Analyses of Gabriella Miller Kids First Pediatric Research Data (R03 Clinical Trial Not Allowed) (PAR-25-109),National Institutes of Health,https://www.grants.gov/search-results-detail/357178,,,11/18/2024,11/16/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Limited Competition: International epidemiology Databases to Evaluate AIDS (IeDEA) (U01 Clinical Trial Not Allowed) (NOT-AI-25-032),National Institutes of Health,https://www.grants.gov/search-results-detail/359142,,,05/27/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
"Research on the Science and Technology Enterprise: Indicators, Statistics, and Methods (NCSES S&amp;T) (24-587)",U.S. National Science Foundation,https://www.grants.gov/search-results-detail/355219,,,07/01/2024,01/20/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Continued Development of the Gabriella Miller Kids First Pediatric Data Resource Center (U2C Clinical Trials Not Allowed) (NOT-RM-25-035),National Institutes of Health,https://www.grants.gov/search-results-detail/358959,,,05/14/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
ancient DNA for Modern Genomics (aDMG) Data Generation and Resource Center (FOR-HG-26-003),National Institutes of Health,https://www.grants.gov/search-results-detail/359206,,,07/15/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Omics Phenotypes Related to Down Syndrome for the INCLUDE Project (X01 Clinical Trial Not Allowed) (PAR-24-081),National Institutes of Health,https://www.grants.gov/search-results-detail/351318,,,12/05/2023,03/13/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Funding for New Counter-Disinformation Game (S-NL800-20-GR-3011),U.S. Mission to the Netherlands,https://www.grants.gov/search-results-detail/334791,,,07/19/2021,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Computational and Data-Enabled Science and Engineering (PD-24-8084),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/356055,,,08/15/2024,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Forecast to Publish a Funding Opportunity Announcement for EmbraceHealth Clinical Research Network to Reduce Health Disparities &ndash; Coordinating Center (FOR-MD-25-009),National Institutes of Health,https://www.grants.gov/search-results-detail/359864,,,06/27/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
For Funding Opportunity for Maximizing the Scientific Value of Data Generated by the Environmental influences on Child Health Outcomes (ECHO) Program: Dissertation Grant (R36) (FOR-RFA-OD-25-004),National Institutes of Health,https://www.grants.gov/search-results-detail/359149,,,05/27/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
For Funding Opportunity for Maximizing the Scientific Value of Data Generated by the Environmental Influences on Child Health Outcomes (ECHO) Program: Ruth L. Kirschstein NRSA Individual Postdoctoral Fellowship (F32) (FOR-RFA-OD-25-005),National Institutes of Health,https://www.grants.gov/search-results-detail/359150,,,05/27/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
"Single Source: Accelerating Medicines Partnership&reg; Schizophrenia (AMP&reg; SCZ): Clinical Trial Data Processing, Analysis, and Coordination Center (FOR-MH-26-205)",National Institutes of Health,https://www.grants.gov/search-results-detail/359699,,,06/17/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Data Coordinating Center for the Aging and Alzheimer&rsquo;s Disease Mouse Brain Atlas (AD-MBA) (FOR-RFA-AG-26-012),National Institutes of Health,https://www.grants.gov/search-results-detail/359740,,,06/20/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Enhancement and Management of Established Biomedical Data Repositories and Knowledgebases (U24 Clinical Trial Not Allowed) (PAR-23-237),National Institutes of Health,https://www.grants.gov/search-results-detail/350051,,,08/30/2023,01/25/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Data Standards for Tobacco Research and Scientific Review Phase 2 (FOR-FD-23-027),Food and Drug Administration,https://www.grants.gov/search-results-detail/347925,,,05/04/2023,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Trailblazer Award for New and Early Stage Investigators (R21 Clinical Trial Optional) (PA-25-169),National Institutes of Health,https://www.grants.gov/search-results-detail/358073,,,01/08/2025,05/07/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Research Grants in Clinical Informatics (R01 Clinical Trial Optional) (FOR-LM-25-002),National Institutes of Health,https://www.grants.gov/search-results-detail/359004,,,07/22/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Prospective Observational Comparative Effectiveness Research in Clinical Neurosciences (UG3/UH3 Clinical Trial Not Allowed) (PAR-25-048),National Institutes of Health,https://www.grants.gov/search-results-detail/358084,,,01/08/2025,09/07/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Applied regulatory science research to evaluate and treat cardiotoxicity of oncology therapeutics (FOR-FD-25-015),Food and Drug Administration,https://www.grants.gov/search-results-detail/357261,,,11/20/2024,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Sociology (PD-98-1331),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/45810,,,03/06/2009,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Data Management (P11AT80708),National Park Service,https://www.grants.gov/search-results-detail/113293,,,08/10/2011,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Secondary Analysis and Integration of Existing Data to Elucidate Cancer Risk and Related Outcomes (R21 Clinical Trials Not Allowed) (PAR-25-096),National Institutes of Health,https://www.grants.gov/search-results-detail/357205,,,11/18/2024,09/07/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Archiving and Documenting Child Health and Human Development Data Sets (R03 Clinical Trial Not Allowed) (PAR-25-092),National Institutes of Health,https://www.grants.gov/search-results-detail/357179,,,11/18/2024,11/16/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Secondary Analysis and Integration of Existing Data to Elucidate Cancer Risk and Related Outcomes (R01 Clinical Trial Not Allowed) (PAR-25-095),National Institutes of Health,https://www.grants.gov/search-results-detail/357204,,,11/18/2024,09/07/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Forecast to Publish a Notice of Funding Opportunity for Academic Career Excellence (ACE) Award (K32 - Clinical Trial Required) (NOT-CA-25-102),National Institutes of Health,https://www.grants.gov/search-results-detail/359894,359894,NOT-CA-25-102,07/01/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Forecast for HEAL Initiative: Non-addictive Analgesic Therapeutics Development [Small Molecules and Biologics] to Treat Pain (UG3/UH3 Clinical Trial Optional (FOR-NS-25-002),National Institutes of Health,https://www.grants.gov/search-results-detail/359161,359161,FOR-NS-25-002,05/28/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Forecast to Publish a Funding Opportunity Announcement for Early-Stage Development of Informatics Technologies for Cancer Research and Management (U01 Clinical Trial Optional) (FOR-CA-25-073),National Institutes of Health,https://www.grants.gov/search-results-detail/359892,359892,FOR-CA-25-073,07/02/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Forecast to Publish a Notice of Funding Opportunity for Paul Calabresi Career Development Award in Clinical Oncology (K12 Clinical Trial Optional) (NOT-CA-25-105),National Institutes of Health,https://www.grants.gov/search-results-detail/359889,359889,NOT-CA-25-105,07/01/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Partnership Intermediary Agreement (PIA) (FA8651-22-S0021),Munitions Directorate,https://www.grants.gov/search-results-detail/336962,336962,FA8651-22-S0021,12/14/2021,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Dynamic and Adaptable Infrastructure for Drug Development and Outreach to Aid the Research Community in Advancing Medication Repurposing and Repositioning Efforts for substance use disorders (SUDs) (U54 - Clinical Trials Not Allowed) (FOR-DA-26-005),National Institutes of Health,https://www.grants.gov/search-results-detail/359125,359125,FOR-DA-26-005,05/27/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Awards Supporting Cutting-Edge Technologies for Translational Science (ASCETTS) (R21 Clinical Trials Not Allowed) (PAR-25-157),National Institutes of Health,https://www.grants.gov/search-results-detail/357625,357625,PAR-25-157,12/10/2024,06/18/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
